Co_C_P_Ir fcc-reached hcp-reached top-reached
Co_Ge_As_Rh fcc-reached hcp-reached top-reached
Cr_C_N_Ni fcc-reached hcp-reached top-reached
Cr_C_P_Pd fcc-reached hcp-reached top-reached
Cr_C_P_Ta fcc-reached hcp-reached top-reached
Cr_Ge_As_Fe fcc-reached hcp-reached top-reached
Cr_Ge_N_Pt fcc-reached hcp-reached top-reached
Cr_Si_As_Fe fcc-reached hcp-reached top-
Cr_Sn_P_Pt fcc-reached hcp-reached top-reached
Fe_C_P_Fe fcc-reached hcp-reached top-reached
Fe_Sn_As_Rh fcc-reached hcp-reached top-reached
Hf_C_P_Pt fcc-reached hcp-reached top-reached
Hf_C_P_Y fcc-reached hcp-reached top-reached
Hf_Ge_N_Os fcc-reached hcp-reached top-reached
Hf_Ge_P_Ti fcc-reached hcp-reached top-reached
Hf_Si_N_Y fcc-reached hcp-reached top-reached
Hf_Sn_N_Rh fcc-reached hcp-reached top-reached
Hf_Sn_N_V fcc-reached hcp-reached top-reached
Hf_Sn_P_Co fcc-reached hcp-reached top-reached
Ir_C_N_Y fcc-reached hcp-reached top-reached
Ir_Si_As_Ru fcc-reached hcp-reached top-reached
Ir_Si_N_W fcc-reached hcp-reached top-reached
Ir_Sn_As_W fcc-reached hcp-reached top-reached
Ir_Sn_N_Ni fcc-reached hcp-reached top-reached
Mn_C_As_Ni fcc-reached hcp-reached top-reached
Mn_Ge_N_Mo fcc-reached hcp-reached top-reached
Mn_Ge_N_Ru fcc-reached hcp-reached top-
Mn_Ge_N_Ta fcc-reached hcp-reached top-reached
Mn_Ge_P_Rh fcc-reached hcp-reached top-reached
Mn_Sn_As_Mn fcc-reached hcp-reached top-reached
Mn_Sn_N_Hf fcc-reached hcp-reached top-reached
Mo_C_N_Ni fcc-reached hcp-reached top-reached
Mo_C_N_Pd fcc-reached hcp-reached top-reached
Mo_Ge_N_Nb fcc-reached hcp-reached top-reached
Mo_Si_As_Cu fcc-reached hcp-reached top-reached
Mo_Si_N_Y fcc-reached hcp-reached top-reached
Nb_C_P_Cu fcc-reached hcp-reached top-reached
Nb_Ge_N_Cu fcc-reached hcp-reached top-reached
Nb_Ge_N_Sc fcc-reached hcp-reached top-reached
Nb_Si_N_Hf fcc-reached hcp-reached top-reached
Ni_C_As_Zr fcc-reached hcp-reached top-reached
Ni_C_N_Cr fcc-reached hcp-reached top-reached
Ni_Si_P_V fcc-reached hcp-reached top-reached
Os_Ge_As_Ag fcc-reached hcp-reached top-reached
Os_Ge_P_Nb fcc-reached hcp-reached top-reached
Os_Ge_P_Pd fcc-reached hcp-reached top-reached
Pt_Ge_As_Zr fcc-reached hcp-reached top-reached
Pt_Si_As_Fe fcc-reached hcp-reached top-reached
Pt_Si_As_Mn fcc-reached hcp-reached top-reached
Pt_Sn_N_Hf fcc-reached hcp-reached top-reached
Pt_Sn_N_Ti fcc-reached hcp-reached top-
Rh_Si_As_Cu fcc-reached hcp-reached top-reached
Rh_Si_N_Pd fcc-reached hcp-reached top-reached
Rh_Si_N_Pt fcc-reached hcp-reached top-reached
Rh_Si_P_Ag fcc-reached hcp-reached top-reached
Rh_Sn_As_Au fcc-reached hcp-reached top-reached
Rh_Sn_As_V fcc-reached hcp-reached top-reached
Ru_Si_N_Au fcc-reached hcp-reached top-reached
Ru_Si_N_Hf fcc-reached hcp-reached top-reached
Sc_Ge_As_Y fcc-reached hcp-reached top-reached
Sc_Ge_P_Cr fcc-reached hcp-reached top-reached
Sc_Ge_P_Pt fcc-reached hcp-reached top-reached
Sc_Si_N_Cr fcc-reached hcp-reached top-reached
Sc_Sn_As_Au fcc-reached hcp-reached top-reached
Sc_Sn_As_Ni fcc-reached hcp-reached top-reached
Sc_Sn_P_W fcc-reached hcp-reached top-
Ta_C_P_Fe fcc-reached hcp-reached top-reached
Ta_C_P_Nb fcc-reached hcp-reached top-reached
Ta_Ge_As_Au fcc-reached hcp-reached top-reached
Ta_Sn_As_Os fcc-reached hcp-reached top-reached
Ti_C_As_Y fcc-reached hcp-reached top-reached
Ti_Ge_N_Co fcc-reached hcp-reached top-reached
Ti_Ge_N_Ir fcc-reached hcp-reached top-reached
Ti_Ge_N_Sc fcc-reached hcp-reached top-reached
Ti_Ge_P_Au fcc-reached hcp-reached top-reached
Ti_Ge_P_Mo fcc-reached hcp-reached top-reached
Ti_Si_As_Sc fcc-reached hcp-reached top-reached
V_C_As_Pt fcc-reached hcp-reached top-reached
V_C_P_Cu fcc-reached hcp-reached top-reached
V_Ge_As_Mn fcc-reached hcp-reached top-reached
V_Si_As_Sc fcc-reached hcp-reached top-reached
V_Si_P_Pd fcc-reached hcp-reached top-reached
V_Si_P_V fcc-reached hcp-reached top-reached
W_C_As_Pt fcc-reached hcp-reached top-reached
W_C_P_Ru fcc-reached hcp-reached top-reached
W_Ge_P_Ta fcc-reached hcp-reached top-reached
W_Si_As_Ag fcc-reached hcp-reached top-reached
W_Si_N_Ag fcc-reached hcp-reached top-reached
W_Si_P_Ru fcc-reached hcp-reached top-reached
W_Si_P_Y fcc-reached hcp-reached top-reached
W_Sn_P_W fcc-reached hcp-reached top-reached
Y_Ge_N_Ag fcc-reached hcp-reached top-reached
Y_Ge_N_Co fcc-reached hcp-reached top-reached
Y_Sn_P_Y fcc-reached hcp-reached top-reached
Zr_C_N_Co fcc-reached hcp- top-reached
Zr_C_N_W fcc-reached hcp-reached top-reached
Zr_Ge_P_V fcc-reached hcp-reached top-reached
Zr_Si_As_Ni fcc-reached hcp-reached top-reached
Zr_Sn_As_Co fcc-reached hcp-reached top-reached
Zr_Sn_N_Pd fcc-reached hcp-reached top-reached
